country,recipe_title,recipe_url,ingredient
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,More toasted sesame seeds 
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,Sliced scallions in short sections
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,"100g ribeye filet, cut into ¼ inch wide long strips"
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,2 tsp soy sauce
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,1/2 tsp minced garlic
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,1/4 ground black pepper
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,"100g spinach, washed and drained"
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,1/4 tsp salt
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,1/2 tsp minced garlic
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,1/2 tsp toasted sesame oil. 
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,"1 onion, medium size, sliced thinly"
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,2 stalk scallion
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,"1 medium carrot, cut into julienne"
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,"½ red bell pepper, cut into julienne"
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,"4 dried shiitake mushrooms, soaked, cut into thin strips"
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,1 egg
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,150g of dangmyeon (sweet potato noodles)
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,3 tbsp soy sauce
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,1 tbsp honey
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,1 tbsp sugar
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,1 tbsp sesame oil
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,1/4 tsp ground black pepper
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,1 tbsp toasted sesame seeds
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,Salt to taste
korean,Japchae - How to make the perfect Korean stir-fry noodles,https://tasteasianfood.com/japchae/,vegetable oil for stir-frying
malaysian,How to make Kam Heong Sauce (with Kam Heong Lala recipe),https://tasteasianfood.com/kam-heong-sauce/,180g (6.5 oz) dried shrimp
malaysian,How to make Kam Heong Sauce (with Kam Heong Lala recipe),https://tasteasianfood.com/kam-heong-sauce/,5 stalks of curry leaves
malaysian,How to make Kam Heong Sauce (with Kam Heong Lala recipe),https://tasteasianfood.com/kam-heong-sauce/,12 bird’s eye chilies
malaysian,How to make Kam Heong Sauce (with Kam Heong Lala recipe),https://tasteasianfood.com/kam-heong-sauce/,4 small onions
malaysian,How to make Kam Heong Sauce (with Kam Heong Lala recipe),https://tasteasianfood.com/kam-heong-sauce/,6 cloves of garlic
malaysian,How to make Kam Heong Sauce (with Kam Heong Lala recipe),https://tasteasianfood.com/kam-heong-sauce/,4 tbsp Malaysian curry powder
malaysian,How to make Kam Heong Sauce (with Kam Heong Lala recipe),https://tasteasianfood.com/kam-heong-sauce/,4 tbsp oyster sauce
malaysian,How to make Kam Heong Sauce (with Kam Heong Lala recipe),https://tasteasianfood.com/kam-heong-sauce/,4 tbsp light soy sauce
malaysian,How to make Kam Heong Sauce (with Kam Heong Lala recipe),https://tasteasianfood.com/kam-heong-sauce/,2 tbsp sugar
malaysian,How to make Kam Heong Sauce (with Kam Heong Lala recipe),https://tasteasianfood.com/kam-heong-sauce/,1 tbsp dark soy sauce
malaysian,How to make Kam Heong Sauce (with Kam Heong Lala recipe),https://tasteasianfood.com/kam-heong-sauce/,1/2 cup of water
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,3 deboned chicken chops (about 750g)
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,1 tbsp Worcestershire sauce
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,1 tsp light soy sauce
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,1/2 tsp freshly ground black pepper
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,1/2 tsp dried thyme
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,1/2 tsp dried rosemary
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,1/2 salt
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,1 tbsp vegetable oil
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,1 tbsp vegetable oil
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,"4 cloves garlic, coarsely chopped"
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,"1/2 medium-sized onion, sliced"
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,"100g fresh button mushrooms, sliced"
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,1/2 cup chicken stock
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,3 tbsp whipping cream
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,1/2 tsp salt
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,1/4 freshly ground black pepper
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,1 tsp cornstarch
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,1/4 cup water
malaysian,Chicken chop - How to make the best Malaysian chicken steak,https://tasteasianfood.com/chicken-chop/,1/4 tsp dark soy sauce
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,200g (7 oz) shrimp meat
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,400g (0.8 lb) chicken breast
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,1kg (2 lbs) flat rice noodles (Hor Fun)
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,1 Cup Bean Sprouts
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,"100 g (4 oz) chives, cut into 3 cm segments"
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,"3 stalks of scallions, cut into short sections"
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,3 stalks of chives
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,"3 fresh red chilies, sliced"
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,4 tbsp crispy fried shallots 
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,1.4 kg (3lbs) chicken bones
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,Sufficient water to submerge the chicken
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,1 Tbsp Whole White Peppercorns
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,30g (1 oz) rock Sugar
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,2 tsp Salt
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,500g (1 lb) Shrimp Shells
malaysian,Ipoh shredded chicken noodles,https://tasteasianfood.com/chicken-noodles/,100ml (3.5 oz) cooking oil ( for frying the shrimp heads)
malaysian,Belacan Fried Chicken,https://tasteasianfood.com/belacan-fried-chicken/,1.5 pounds chicken
malaysian,Belacan Fried Chicken,https://tasteasianfood.com/belacan-fried-chicken/,1 oz belacan
malaysian,Belacan Fried Chicken,https://tasteasianfood.com/belacan-fried-chicken/,1 tbsp curry powder
malaysian,Belacan Fried Chicken,https://tasteasianfood.com/belacan-fried-chicken/,1/2 tsp turmeric powder
malaysian,Belacan Fried Chicken,https://tasteasianfood.com/belacan-fried-chicken/,1/2 tsp salt (adjust to taste)
malaysian,Belacan Fried Chicken,https://tasteasianfood.com/belacan-fried-chicken/,2 tbsp cornstarch
malaysian,Belacan Fried Chicken,https://tasteasianfood.com/belacan-fried-chicken/,1 tbsp garlic (minced)
malaysian,Belacan Fried Chicken,https://tasteasianfood.com/belacan-fried-chicken/,1 tbsp ginger (minced)
malaysian,Belacan Fried Chicken,https://tasteasianfood.com/belacan-fried-chicken/,sufficient cooking oil for shallow frying
malaysian,Belacan Fried Chicken,https://tasteasianfood.com/belacan-fried-chicken/,2 sprigs of curry leaves
malaysian,Belacan Fried Chicken,https://tasteasianfood.com/belacan-fried-chicken/,Lime wedges to garnish
malaysian,Ayam Pongteh- Baba and Nyonya chicken potato stew,https://tasteasianfood.com/ayam-pongteh/,100g  shallots
malaysian,Ayam Pongteh- Baba and Nyonya chicken potato stew,https://tasteasianfood.com/ayam-pongteh/,8 cloves of Garlic
malaysian,Ayam Pongteh- Baba and Nyonya chicken potato stew,https://tasteasianfood.com/ayam-pongteh/,3 tbsp of fermented bean paste (Taucu)
malaysian,Ayam Pongteh- Baba and Nyonya chicken potato stew,https://tasteasianfood.com/ayam-pongteh/,"1kg chicken thighs, bone-in, skin-on chunks"
malaysian,Ayam Pongteh- Baba and Nyonya chicken potato stew,https://tasteasianfood.com/ayam-pongteh/,2 tbsp light soy sauce
malaysian,Ayam Pongteh- Baba and Nyonya chicken potato stew,https://tasteasianfood.com/ayam-pongteh/,2 tbsp dark soy sauce
malaysian,Ayam Pongteh- Baba and Nyonya chicken potato stew,https://tasteasianfood.com/ayam-pongteh/,1 cup of water
malaysian,Ayam Pongteh- Baba and Nyonya chicken potato stew,https://tasteasianfood.com/ayam-pongteh/,"450g potatoes, cut into large chunks"
malaysian,Ayam Pongteh- Baba and Nyonya chicken potato stew,https://tasteasianfood.com/ayam-pongteh/,5 medium-sized dried shitake mushrooms (soak and cut into slices)
malaysian,Ayam Pongteh- Baba and Nyonya chicken potato stew,https://tasteasianfood.com/ayam-pongteh/,2 tbsp palm Sugar (Gula Melaka)
malaysian,Ayam Pongteh- Baba and Nyonya chicken potato stew,https://tasteasianfood.com/ayam-pongteh/,1/4 tsp salt
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,"1 kg beef (brisket, rump, topside, or chuck tender), cut into 1-2 inches length"
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,250g onion
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,6 cloves garlic
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,5 lemongrass
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,40g ginger
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,30g turmeric
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,40g galangal
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,3 candlenuts
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,"15 small dried chilies, remove seeds and soaked until soften"
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,"Half cup water, or more if necessary"
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,1/2 tbsp cumin seeds
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,1/2 tbsp fennel seeds
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,1 tbsp coriander seeds
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,1 cinnamon bark
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,5 cardamom
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,2 star anise
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,6 cloves
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,100ml cooking oil
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,400ml coconut cream
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,4 tbsp kerisik (see note)
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,1 piece asam keping
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,60g palm sugar
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,2 tsp salt
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,1/4 tsp ground black pepper
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,"2 turmeric leaves, thinly sliced"
malaysian,Rendang Tok - how to make the best beef rendang from Perak,https://tasteasianfood.com/rendang-tok-recipe/,Sliced red chili for garnishing
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,1kg chicken on the bone 
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,1 tbsp minced garlic 
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,1 tbsp minced ginger 
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,1 tbsp Malaysian curry powder 
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,1 tbsp chili powder
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,1 tbsp coriander powder
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,1/2 tsp turmeric powder 
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,1/2 tsp cumin powder 
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,2 tbsp plain yogurt 
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,1/2 tsp white pepper powder 
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,2 tsp salt 
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,2 stalks curry leaves 
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,3 tbsp all-purpose flour 
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,4 tbsp cornstarch starch
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,1 egg 
malaysian,Ayam goreng,https://tasteasianfood.com/ayam-goreng/,1/2 tsp baking powder
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,"1 kg chicken, bone-in, skin-on, large chunks"
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,1/2 tablespoon ground turmeric
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,4 teaspoons salt
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,1 teaspoons vegetable oil
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,150 g onions
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,2 cloves garlic
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,10 g ginger
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,20 g galangal
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,10 g turmeric
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,4 candlenuts
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,"65 g lemongrass, weight for white section only"
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,"4 dry red chili, soak in water until soft"
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,"40 g red chili, (serrano chili)"
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,4 g belacan
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,4 tablespoons vegetable oil
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,250 g coconut cream
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,1/2 tablespoon tamarind paste
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,3 kaffir lime leaves
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,2 teaspoon palm sugar
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,fried shallots
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,"kaffir lime leaves, finely slices"
malaysian,Kapitan Chicken recipe,https://tasteasianfood.com/kapitan-chicken/,"red chilies, cut into small pieces"
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,"1kg chicken bone-in, skin-on thighs"
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,2 tsp light soy sauce
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,2 tsp salt
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,2 medium-size onions
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,4 cloves of garlic
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,15g ginger
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,20g galangal
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,10g turmeric
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,3 lemongrass
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,5 red chilies (100g)
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,5 candlenuts
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,2 tbsp of peanut oil
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,4 tbsp Baba brand Malaysian curry powder
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,1 stalk of curry leaves
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,500g potatoes
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,200ml coconut cream
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,1 tsp sugar
malaysian,Chinese Chicken Curry Recipe,https://tasteasianfood.com/chinese-chicken-curry-recipe/,1/2 tsp salt
thai,Thai basil beef,https://tasteasianfood.com/thai-basil-beef/,8 cloves garlic 
thai,Thai basil beef,https://tasteasianfood.com/thai-basil-beef/,3 bird’s eye chili 
thai,Thai basil beef,https://tasteasianfood.com/thai-basil-beef/,"3 large red chili, remove seeds"
thai,Thai basil beef,https://tasteasianfood.com/thai-basil-beef/,1.5 tbsp light soy sauce 
thai,Thai basil beef,https://tasteasianfood.com/thai-basil-beef/,1.5 tbsp oyster sauce 
thai,Thai basil beef,https://tasteasianfood.com/thai-basil-beef/,1 tbsp fish sauce 
thai,Thai basil beef,https://tasteasianfood.com/thai-basil-beef/,2 tsp dark soy sauce 
thai,Thai basil beef,https://tasteasianfood.com/thai-basil-beef/,2 tsp sugar 
thai,Thai basil beef,https://tasteasianfood.com/thai-basil-beef/,2 tbsp water
thai,Thai basil beef,https://tasteasianfood.com/thai-basil-beef/,500g ground beef
thai,Thai basil beef,https://tasteasianfood.com/thai-basil-beef/,"3/4 cup long bean, cut on the bias, 1cm length "
thai,Thai basil beef,https://tasteasianfood.com/thai-basil-beef/,"I medium-size onion, cut into small dices"
thai,Thai basil beef,https://tasteasianfood.com/thai-basil-beef/,1.5 cup basil leaves
thai,Thai basil beef,https://tasteasianfood.com/thai-basil-beef/,1 tsp cornstarch (make a slurry with 2 tbsp of water)
thai,Thai basil beef,https://tasteasianfood.com/thai-basil-beef/,1 egg
thai,Thai vegetable stir-fry,https://tasteasianfood.com/thai-vegetable-stir-fry/,"200g Chinese broccoli (Gai Lan), separate the stems from the leaves"
thai,Thai vegetable stir-fry,https://tasteasianfood.com/thai-vegetable-stir-fry/,"100g cauliflower, cut into small florets"
thai,Thai vegetable stir-fry,https://tasteasianfood.com/thai-vegetable-stir-fry/,"50g carrots, cut into wedges"
thai,Thai vegetable stir-fry,https://tasteasianfood.com/thai-vegetable-stir-fry/,"20 snow peas, remove the strings, and cut into half"
thai,Thai vegetable stir-fry,https://tasteasianfood.com/thai-vegetable-stir-fry/,6 baby corns
thai,Thai vegetable stir-fry,https://tasteasianfood.com/thai-vegetable-stir-fry/,"70g cabbage, cut into 2/inch pieces"
thai,Thai vegetable stir-fry,https://tasteasianfood.com/thai-vegetable-stir-fry/,"5 dried shitake mushrooms, soaked to soften and cut into strip"
thai,Thai vegetable stir-fry,https://tasteasianfood.com/thai-vegetable-stir-fry/,1 tbsp chopped garlic
thai,Thai vegetable stir-fry,https://tasteasianfood.com/thai-vegetable-stir-fry/,"3 bird’s eye chili, bashed (optional)"
thai,Thai vegetable stir-fry,https://tasteasianfood.com/thai-vegetable-stir-fry/,2 tbsp vegetable oil 
thai,Thai vegetable stir-fry,https://tasteasianfood.com/thai-vegetable-stir-fry/,2 tbsp Golden Mountain sauce
thai,Thai vegetable stir-fry,https://tasteasianfood.com/thai-vegetable-stir-fry/,2 tbsp fish sauce
thai,Thai vegetable stir-fry,https://tasteasianfood.com/thai-vegetable-stir-fry/,2 tbsp oyster sauce
thai,Thai vegetable stir-fry,https://tasteasianfood.com/thai-vegetable-stir-fry/,2 tsp sugar
thai,Thai vegetable stir-fry,https://tasteasianfood.com/thai-vegetable-stir-fry/,2 tbsp water
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,3.5 tbsp fish sauce
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,1.5 tbsp oyster sauce
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,2 tbsp light soy sauce
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,1 tsp dark soy sauce (Optional)
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,1 pound eggplant
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,1 large bunch of basil leaves
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,"150g chicken meat, minced"
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,6 bird's eye chili
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,2 large red chilies
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,4 cloves garlic
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,2 eggs
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,Sufficient oil for frying
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,1 tbsp lime juice
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,1 tbsp fish sauce
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,1 tsp chopped chili
thai,Thai Eggplant Sir-fry with basil,https://tasteasianfood.com/thai-eggplant-stir-fry/,1/2 tsp chopped garlic
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,250g chicken breast meat
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,2 tsp light soy sauce
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,1/4 tsp salt
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,4 cloves garlic
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,5 bird's eye chilies
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,2 tbsp Thai chili paste
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,1/2 tsp chili flakes
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,"1/2 onion, sliced"
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,400g left-over rice
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,1 cup fresh basil leaves
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,2 eggs
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,vegetables oil for frying
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,1 tbsp of oyster sauce
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,1 tbsp of light soy sauce
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,1 tbsp of fish sauce
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,1 tsp of sugar
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,1 tbsp of water
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,Lime wedges
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,Cucumber slices
thai,Basil Fried Rice Recipe,https://tasteasianfood.com/basil-fried-rice-recipe/,Tomato slices
thai,Thai Green Curry Recipe,https://tasteasianfood.com/thai-green-curry/,70 g Thai green curry paste (store-bought)
